,0,neg,neu,pos,compound
1057,['iPhone 11 could have competitor to Galaxy Note 10s Live Focus Video  '],0.0,1.0,0.0,0.0
1058,['Is Samsung going to sneak in a Galaxy Fold relaunch before Apple can debut the iPhone 11  '],0.0,1.0,0.0,0.0
1059,['Our writers brandnew Galaxy Note 10 was too beautiful for this world  '],0.0,0.755,0.245,0.5994
1060,[' upcoming GalaxyA90 may come with 5G support and a 48 MP triple camera setup '],0.0,0.838,0.162,0.4019
1061,['The next Samsung 5G phone could be the Galaxy A90  '],0.0,1.0,0.0,0.0
1062,['Samsung GalaxyM30s with whopper of a 6000 mAh battery to arrive on 18 September  '],0.0,1.0,0.0,0.0
1063,['Samsungs just launched GalaxyA90 brings 5G support and a topend Snapdragon 855 chipset along with a triple rear '],0.0,0.781,0.219,0.4939
1064,['Samsung Galaxy Watch Active 2 release date set for UK  and its ahead of the US  '],0.0,0.847,0.153,0.4019
1065,['The GalaxyFold will reportedly hit the shelves in the South Korean market on 6 September however  '],0.0,1.0,0.0,0.0
1066,['Samsung Galaxy Fold release date is September 6 according to new leak  '],0.179,0.821,0.0,-0.34
1067,['Android 10 Update for TMobile Galaxy Note 10 Galaxy S10 Already in Testing'],0.0,1.0,0.0,0.0
1068,['Samsungs Galaxy Fold is Back Available for Purchase This Month galaxyfold '],0.0,1.0,0.0,0.0
1069,['Samsungs Galaxy Fold arrives in Korea September 6 US in coming weeks  by  '],0.0,1.0,0.0,0.0
1070,['Samsung Galaxy Fold to launch in Korea on Sept 6 no official US release date listed yet  '],0.121,0.879,0.0,-0.296
1071,['Samsung Galaxy Fold gets a release date redo starting September 6  '],0.0,1.0,0.0,0.0
1072,['Samsung confirms that GalaxyFold will be available for purchase in Korea starting tomorrow  '],0.0,1.0,0.0,0.0
1073,['Samsung launches GalaxyA905G in Korea at a price of 899900 WON which roughly translates to Rs 53000 '],0.0,0.783,0.217,0.6633
1074,['Samsung Galaxy Fold UK launch date revealed '],0.0,1.0,0.0,0.0
1075,['Can you spot the upgrades on the new Samsung Galaxy Fold  '],0.0,1.0,0.0,0.0
1076,['Samsung Finally Cancels Original Galaxy Fold PreOrders Offers 250 Credit galaxyfold '],0.12,0.57,0.31,0.4588
1077,['After announcing Galaxy Fold release date Samsung cancels older preorders  by  '],0.147,0.853,0.0,-0.2263
1078,['Can you spot the upgrades on the new Samsung Galaxy Fold  '],0.0,1.0,0.0,0.0
1079,['The Samsung Galaxy Fold is back  but whats changed for the rerelease Our handson with the refined version '],0.0,1.0,0.0,0.0
1080,['Samsung Galaxy Fold preorders have been canceled just before release date  '],0.0,1.0,0.0,0.0
1081,['Samsung Galaxy Tab S6 now available in the US Galaxy Watch Active 2 up for preorder  '],0.0,0.847,0.153,0.4019
1082,['  had started acontest for what looked like the GalaxyA50s through its social media channels sugges '],0.0,0.865,0.135,0.3612
1083,['The  GalaxyM30s is about to be announced in India on 18 September '],0.0,1.0,0.0,0.0
1084,['Samsung Says Hundreds of Apps Now Optimized for Galaxy Fold galaxyfold '],0.0,0.786,0.214,0.4588
1085,['With its 6000 mAh battery the Samsung GalaxyM30s might just be the phone to end all your battery life woes Ther '],0.121,0.879,0.0,-0.4404
1086,['Second Galaxy Available for Android Reminds Me a Lot of EVE Online'],0.0,1.0,0.0,0.0
1087,['Second Galaxy arrives for Android ']--,0.0,1.0,0.0,0.0
1088,['The  GalaxyA50s and GalaxyA30s feature a triple rear camera setup and an indisplay fingerprint sensor '],0.0,1.0,0.0,0.0
1089,['5 Reasons the Galaxy Note 10 is Worth Buying'],0.0,0.808,0.192,0.2263
1090,['Galaxy Note 10 Review A smaller Note makes for better handling '],0.0,0.775,0.225,0.4404
1091,['Galaxy Note 10 Review A smaller Note makes for better handling '],0.0,0.775,0.225,0.4404
1092,['The best Android tablet on the market our review of the Samsung Galaxy Tab S6  '],0.0,0.781,0.219,0.6369
1093,['Samsung just released a smaller version of its famouslyhuge phone the Galaxy Note 10 Here are the differences be '],0.0,1.0,0.0,0.0
1094,['Samsung Galaxy S11 could have a key iPhone 11 camera feature  '],0.0,1.0,0.0,0.0
1095,['Pixel 4 XL Gets a Galaxy Note 10 Comparison Already pixel4'],0.0,1.0,0.0,0.0
1096,['Samsung Galaxy S11 could have a key iPhone 11 camera feature  '],0.0,1.0,0.0,0.0
1097,['Samsungs Galaxy Tab S6 combines creative flexibility with great design  by  '],0.0,0.489,0.511,0.8555
1098,['Android 10 beta for Galaxy S10 Galaxy Note 10 reported to launch next month '],0.0,1.0,0.0,0.0
1099,[' galaxym30s with a 6000 mAh battery and a triple camera setup will launch today Before it goes of '],0.0,1.0,0.0,0.0
1100,[' has launched two new Mseries smartphones in India today  galaxym30s and GalaxyM10s '],0.0,0.897,0.103,0.128
1101,[' The highlight of the GalaxyA30s is its 6000 mAh battery and a 48 MP triple camera setup '],0.0,0.876,0.124,0.34
1102,[' Samsung GalaxyM30s has been announced in two variants  6 GB RAM  128 GB storage priced at Rs 1699 '],0.0,1.0,0.0,0.0
1103,[' Samsung GalaxyM10s comes in a single variant with 3 GB RAM and 32 GB storage which is priced at Rs '],0.0,1.0,0.0,0.0
1104,['The newly launched  GalaxyM30s has to compete in an increasingly crowded budget to midrange smartpho '],0.0,0.909,0.091,0.128
1105,[' is going to start rolling out the Android10 beta program for the GalaxyNote10 and GalaxyS10 devi '],0.0,1.0,0.0,0.0
1106,['Get an extra 50 off the Galaxy Tab S6 with Currys tablet tradein deal ad  '],0.0,1.0,0.0,0.0
1107,['The Galaxy Fold is still extremely fragile and Samsung knows it  '],0.0,1.0,0.0,0.0
1108,['Verizon Galaxy S10 Note 10 Lineups Updated With September Security Patch'],0.0,0.806,0.194,0.34
1109,['We Crushed 8GB Data on Verizon 5G in 1 Minute With a Galaxy Note 10 5G 5G '],0.157,0.843,0.0,-0.4215
1110,['The Galaxy Fold is still extremely fragile and Samsung knows it  '],0.0,1.0,0.0,0.0
1111,['We know this will make some of you very cross but the best smartphone right now is STILL the Samsung Galaxy S10 Pl '],0.0,0.799,0.201,0.7783
1112,['The Galaxy Fold goes on sale again in the US on September 27th  '],0.0,1.0,0.0,0.0
1113,['The Samsung Galaxy Fold finally goes on sale this week again '],0.0,1.0,0.0,0.0
1114,['Galaxy Fold Arrives This Week in the US galaxyfold '],0.0,1.0,0.0,0.0
1115,['Five months later Samsungs Galaxy Fold arrives this week  by  '],0.0,1.0,0.0,0.0
1116,['The Samsung Galaxy Fold finally goes on sale this week again '],0.0,1.0,0.0,0.0
1117,['Samsung Galaxy S10 gets DeX support and Note 10 camera features  '],0.0,0.803,0.197,0.4019
1118,['The Galaxy Fold goes on sale again in the US on September 27th  '],0.0,1.0,0.0,0.0
1119,['samsunggalaxys10 series gets Night sight mode for selfies live focus video and more Report '],0.0,1.0,0.0,0.0
1120,[' unveils GalaxyA20s with triple rear camera setup and a 65inch display'],0.0,1.0,0.0,0.0
1121,['Samsung will let Galaxy Fold owners replace their screens once for 149  '],0.0,1.0,0.0,0.0
1122,['Samsung Galaxy Fold take two  by  ']--,0.0,1.0,0.0,0.0
1123,['After a long delay the redesigned GalaxyFold priced at 1980 will finally make its way to the US on 27 Septembe '],0.103,0.897,0.0,-0.3182
1124,['Samsung Galaxy Tab S6 review flashy hardware let down by sloppy software  '],0.0,1.0,0.0,0.0
1125,['Your Samsung Galaxy S10 is about to get better with these Note 10 features  '],0.0,0.828,0.172,0.4404
1126,['Galaxy S10 Family Picking Up Suite of Note 10 Features in New Update'],0.0,1.0,0.0,0.0
1127,['Samsung Galaxy Tab S6 review flashy hardware let down by sloppy software  '],0.0,1.0,0.0,0.0
1128,['The  GalaxyA10s features a 62inch HD InfinityV display with a resolution of 720 x 1520 pixels Yo '],0.0,1.0,0.0,0.0
1129,['RT  Samsung Galaxy Tab S6 review master entertainer amateur worker '],0.0,0.794,0.206,0.3818
1130,['Samsung Galaxy S11 camera could have a 108MP sensor as well as a powerful zoom  '],0.0,0.71,0.29,0.5994
1131,['You think GalaxyNote10 is heavy on your pocket Rumour has it that  might be working on an affordabl '],0.0,1.0,0.0,0.0
1132,['Samsung Galaxy Note 10 Lite could be in the works  '],0.0,1.0,0.0,0.0
1133,['My Galaxy Fold display is damaged after a day  by  '],0.244,0.756,0.0,-0.4404
1134,['Samsung had to fix one thing with the Galaxy Watch Active2 '],0.0,1.0,0.0,0.0
1135,['Our full Samsung Galaxy Watch Active 2 review  '],0.0,0.722,0.278,0.4019
1136,['The Galaxy Fold is now available for purchase in the US  by  '],0.0,1.0,0.0,0.0
1137,['The Galaxy Fold is now available for purchase in the US '],0.0,1.0,0.0,0.0
1138,['The  GalaxyWatchActive2 is priced at 279 and it is already on sale in the US '],0.0,1.0,0.0,0.0
1139,['Samsung had to fix one thing with the Galaxy Watch Active2 '],0.0,1.0,0.0,0.0
1140,['RT  2 Galaxy Folds gt 4 iPhone 11 Pros lol '],0.0,0.588,0.412,0.5994
1141,['Podcast We Have the Galaxy Fold Show kicks off at 1230PM Pacific'],0.0,1.0,0.0,0.0
1142,['Redesigned Samsung Galaxy Fold units have totally new ways of breaking  '],0.0,1.0,0.0,0.0
1143,['Verizon Galaxy S8 S8 Note 8 and S10 5G Receive September Security Patch'],0.0,0.821,0.179,0.34
1144,['Lets unbox Samsungs 1980 Galaxy Fold galaxyfold '],0.0,1.0,0.0,0.0
1145,['The refined Samsung Galaxy Fold is officially available in the US  '],0.0,1.0,0.0,0.0
1146,['Samsung Galaxy Note 10 Lite could be in the works  '],0.0,1.0,0.0,0.0
1147,['Samsungs new rebooted Galaxy arrives this week with one job it just needs to not break '],0.0,1.0,0.0,0.0
1148,['Samsung Galaxy Tab S6 review flashy hardware let down by sloppy software  '],0.0,1.0,0.0,0.0
1149,['Redesigned Samsung Galaxy Fold units have totally new ways of breaking  '],0.0,1.0,0.0,0.0
1150,['And the Samsung Galaxy Fold breaks again  '],0.0,1.0,0.0,0.0
1151,['The best smartphone right now is the Samsung Galaxy S10 Plus  '],0.0,0.724,0.276,0.6369
1152,['Samsung Galaxy S11 camera could have a 108MP sensor as well as a powerful zoom  '],0.0,0.71,0.29,0.5994
1153,['TheBigBillionDays sale is now live From galaxys9 to Asus6Z to Pixel3a  here are the best deals on smartphones '],0.0,0.811,0.189,0.6369
1154,['From Realme2pro to galaxym20  here are the best budgetfriendly smartphones under 10k that you can purchase this '],0.0,0.802,0.198,0.6369
1155,['  GalaxyNote10Plus impresses with design but doesnt give enough of a reason to upgrade Read all '],0.0,0.88,0.12,0.2617
1156,['Samsung Galaxy Watch Active 2 review  '],0.0,0.649,0.351,0.4019
1157,['Astronomers have discovered a 13billionyearold galaxy cluster that is the earliest ever observed'],0.0,1.0,0.0,0.0
1158,['From VivoV15Pro to GalaxyA50s here are the best smartphones under 25k to buy in October'],0.0,0.769,0.231,0.6369
1159,['You can buy GalaxyFold starting tomorrow Here is all you need to know  '],0.0,1.0,0.0,0.0
1160,['My Galaxy Fold Display is Not Damaged After a Day galaxyfold '],0.0,0.806,0.194,0.3412
1161,['Verizon Galaxy S9 S9 Getting September Security Patch'],0.0,0.745,0.255,0.34
1162,['GalaxyFold is finally arriving in India today Here is all you need to know  '],0.0,1.0,0.0,0.0
1163,['Drop Test Confirms Dont Drop the Galaxy Fold'],0.0,0.794,0.206,0.2057
1164,['VIDEO Our Favorite Galaxy Fold Features galaxyfold '],0.0,0.7,0.3,0.4588
1165,['Priced at Rs 164999 Samsung GalaxyFold is now open for prebooking Here is all you need to know '],0.0,1.0,0.0,0.0
1166,['Samsungs Galaxy Home Bixby speaker quietly missed another launch date  '],0.18,0.82,0.0,-0.296
1167,['Google finds Android zero day that can take control of Pixel and Galaxy devices  '],0.0,1.0,0.0,0.0
1168,['The Galaxy Fold fell short of Samsungs claims in folding torture test  '],0.245,0.755,0.0,-0.5994
1169,['This Samsung Galaxy Fold stunt filled me with hope and joy  '],0.0,0.599,0.401,0.7717
1170,['Galaxy Fold Thoughts After a Week of Folding My Phone'],0.0,1.0,0.0,0.0
1171,['Samsung Galaxy Home speaker will it ever be released '],0.0,1.0,0.0,0.0
1172,['Our thoughts after a week with the Galaxy Fold '],0.0,1.0,0.0,0.0
1173,['Google finds Android zero day that can take control of Pixel and Galaxy devices  '],0.0,1.0,0.0,0.0
1174,['The Galaxy Fold fell short of Samsungs claims in folding torture test  '],0.245,0.755,0.0,-0.5994
1175,['The  GalaxyA20s has been announced in India for a starting price of Rs 11999'],0.0,1.0,0.0,0.0
1176,['Anything can take down the Galaxy Fold  keys water sand credit cards or coins lodged in the middle of the folde '],0.0,0.89,0.11,0.3818
1177,['The Galaxy Fold is the most forwardthinking phone you shouldnt buy  '],0.0,1.0,0.0,0.0
1178,['Samsung Galaxy S11 could land on February 18  '],0.0,1.0,0.0,0.0
1179,['iFixits new Galaxy Fold teardown shows exactly how Samsung tried to fix the Fold  '],0.0,1.0,0.0,0.0
1180,['Theres Something Off About These Galaxy Fold Reviews on Best Buy'],0.0,0.704,0.296,0.6369
1181,['iFixits new Galaxy Fold teardown shows exactly how Samsung tried to fix the Fold  '],0.0,1.0,0.0,0.0
1182,['If youre interested in purchasing the  Galaxy Fold you can buy it from the official Samsung online s '],0.0,0.863,0.137,0.4019
1183,['Samsung Galaxy Watch Active 2 review good is as good as it gets  '],0.0,0.541,0.459,0.8176
1184,['Samsung Confirms One UI 20 Coming Soon to Galaxy S10 Lineup'],0.0,1.0,0.0,0.0
1185,['Samsung Galaxy S11 could have some serious camera upgrades  '],0.126,0.874,0.0,-0.0772
1186,[' looks at whether the Galaxy Watch Active 2 will finally solve the problem of smartwatches for Android use '],0.116,0.69,0.194,0.2023
1187,['Samsung Galaxy Watch Active 2 review good is as good as it gets  '],0.0,0.541,0.459,0.8176
1188,['Samsungs GalaxyFold nightmare continues A user has reported that the company logo on the hinge of the folding '],0.0,1.0,0.0,0.0
1189,['The IMEI manipulation security vulnerability affects the  Galaxy S8 S9 S10 S10e S10 Plus S10 5G '],0.2,0.683,0.117,-0.1779
1190,['Samsung confirms Unlocked ATampT and TMobile Galaxy S10 S10 and S10e models will have first dibs at the Android '],0.0,1.0,0.0,0.0
1191,['Samsung Galaxy Note 10 Lite could be real and coming in two shades  '],0.0,1.0,0.0,0.0
1192,['Galaxy Watch has reinvigorated the Tizen smartwatch range Congrats  for securing the Best Wearable at '],0.0,0.484,0.516,0.9153
1193,['From OnePlus7TPro iPhone11Pro  galaxynote10Plus and huaweip30pro  lets see which one is the Flagship King'],0.0,0.903,0.097,0.1027
1194,[' unveiled GalaxyWatchActive2  GalaxyWatch4G  GalaxyTabS6 in India To starting selling today on '],0.0,1.0,0.0,0.0
1195,['DEAL Samsung Offers 500 Off Galaxy Note 10 With Select TradeIn Throwing in Free 200 Credit or Wearable Bundle '],0.0,0.753,0.247,0.7096
1196,['Life with the Samsung Galaxy Fold  by  '],0.0,1.0,0.0,0.0
1197,['Hubble sees our galaxy sucking up a mysterious amount of gas  '],0.0,1.0,0.0,0.0
1198,['Hubble sees our galaxy sucking up a mysterious amount of gas  '],0.0,1.0,0.0,0.0
1199,['Samsungs Galaxy Watch Active 2 is a solid smartwatch for Android users  by  '],0.0,0.699,0.301,0.5106
1200,['Samsung Galaxy Watch Active 2 review good is as good as it gets  '],0.0,0.541,0.459,0.8176
1201,['Samsungs Galaxy Fold concierge service is live in the US for those who need it  by  '],0.0,1.0,0.0,0.0
1202,['AmazonGreatIndianFestival 2019 is live now From iPhonexr to Galaxynote9  here are the best deals that you will '],0.0,0.802,0.198,0.6369
1203,['Samsung launches Android 10 beta for Galaxy S10 devices  '],0.0,1.0,0.0,0.0
1204,['iPhoneXR OnePlus7Pro GalaxyNote9 all selling at Rs 42999 at GreatIndianFestival on  '],0.0,1.0,0.0,0.0
1205,['Samsung Galaxy S10 Lite or S11 Lite could be in the works  '],0.0,1.0,0.0,0.0
1206,['Samsung One UI Beta for Android 10 Arrives Today in US on Galaxy S10 Line'],0.0,1.0,0.0,0.0
1207,['Samsung Galaxy S10 owners any luck enrolling in the Android 10One UI 20 beta yet The Samsung Members app appears to be having issues'],0.0,0.885,0.115,0.4588
1208,[' GalaxyS10 series has reportedly already started receiving OneUI2 in the US'],0.0,1.0,0.0,0.0
1209,[' has captured a stunning image of a spiral galaxy NGC 3717 that resides in the Hydra constellation '],0.0,0.86,0.14,0.3818
1210,['Will the Samsung Galaxy S11 be a device designed for viewing movies '],0.0,1.0,0.0,0.0
1211,['Any fingerprint unlocks Galaxy S10 Samsung warns '],0.167,0.833,0.0,-0.1027
1212,['Samsung Galaxy Note 11 could have an inscreen camera  '],0.0,1.0,0.0,0.0
1213,[' is working on a fix that allowed any fingerprint to unlock the Galaxy S10 It uses an indisplay ult '],0.0,1.0,0.0,0.0
1214,['Samsung to patch the Galaxy S10s fingerprint sensor over screen protector concerns  '],0.0,1.0,0.0,0.0
1215,['Samsung Galaxy Tab S6 review The last of a dying breed  '],0.0,1.0,0.0,0.0
1216,['Samsungs Galaxy Fold 2 could arrive as soon as April 2020 '],0.0,1.0,0.0,0.0
1217,['A bug lets any fingerprint unlock the Galaxy S10 and Note 10 and Samsung blames phone covers '],0.137,0.863,0.0,-0.4019
1218,[' has posted a statement suggesting Galaxy S10 and Note10 users remove the screen protectors and reregiste '],0.0,1.0,0.0,0.0
1219,['A bug lets any fingerprint unlock the Galaxy S10 and Note 10 and Samsung blames phone covers '],0.137,0.863,0.0,-0.4019
1220,['Samsungs Galaxy Fold finally arrives in Australia next week '],0.0,1.0,0.0,0.0
1221,['The LG G8X ThinQ with Dual Screen a twoscreen foldable alternative onethird the price of a Samsung Galaxy Fold '],0.0,1.0,0.0,0.0
1222,['Samsung has reportedly fixed the Galaxy S10 fingerprint recognition issue  '],0.0,1.0,0.0,0.0
1223,[' has updated software to fix problems with fingerprint recognition features on GalaxyS10 and '],0.162,0.838,0.0,-0.4019
1224,['RBS pulls Samsung Galaxy S10 app over security flaw '],0.0,0.789,0.211,0.34
1225,['One UI 20 Beta Opened to Galaxy Note 10 Lineup'],0.0,1.0,0.0,0.0
1226,['When it comes to the Samsung Galaxy S11 weve got a list of the things wed like to see Because its never too ea '],0.0,0.902,0.098,0.3612
1227,['A month with the improved Samsung Galaxy Fold and I actually still like it '],0.0,0.682,0.318,0.6808
1228,['One month with the improved Galaxy Fold and I actually still like it  '],0.0,0.663,0.337,0.6808
1229,['One month with the Samsung Galaxy Fold Folding is believing'],0.0,1.0,0.0,0.0
1230,['One month with the improved Galaxy Fold and I actually still like it  '],0.0,0.663,0.337,0.6808
1231,['US Galaxy S10 Lineup Getting Note 10s Live Focus Video AR Doodle in New Update'],0.0,1.0,0.0,0.0
1232,['In what is possibly the most unnecessary leak of the year its been suggested that GalaxyS11 will be powered by t '],0.118,0.882,0.0,-0.3976
1233,['Samsungs new Galaxy Book Flex and Ion laptops bring better designs to the lineup  '],0.0,0.828,0.172,0.4404
1234,['Samsungs new Galaxy Books double as a wireless charger '],0.0,1.0,0.0,0.0
1235,['Samsungs clamshell foldable design is the future of the Galaxy Fold  '],0.0,1.0,0.0,0.0
1236,['Samsungs flagship laptops go QLED  our handson Samsung Galaxy Book Flex review  '],0.0,0.896,0.104,0.1027
1237,['We saw it today  Samsung is teasing a Galaxy Home Mini before launching the actual Galaxy Home '],0.075,0.925,0.0,-0.0772
1238,['Samsung brings QLED to the midrange  our handson Samsung Galaxy Book Ion review  '],0.0,1.0,0.0,0.0
1239,['Samsungs new Galaxy Book Flex and Ion laptops bring better designs to the lineup  '],0.0,0.828,0.172,0.4404
1240,['Samsung Galaxy Fold rereview here we go again  '],0.0,1.0,0.0,0.0
1241,['Samsung Galaxy Note 9 warns of wonky photos '],0.167,0.833,0.0,-0.1027
1242,['Verizon Samsung Galaxy Devices LG V40 ThinQ Receive Security Patch Updates'],0.0,0.806,0.194,0.34
1243,['Buy a Samsung Galaxy on TMobile Get Free 50 4K Smart TV'],0.0,0.6,0.4,0.7184
1244,['DEAL Verizon Galaxy Note 9 300 Off Today Only From Samsung GalaxyNote9 '],0.0,1.0,0.0,0.0
1245,['Samsung Galaxy A8s With Infinity O Display Official for China'],0.0,1.0,0.0,0.0
1246,['Verizon Updates Samsung Galaxy S7 S7 Edge LG V30'],0.0,1.0,0.0,0.0
1247,['10 Years of Samsung Galaxy S Phones Which Stands Out the Most galaxys10 '],0.0,1.0,0.0,0.0
1248,['DEAL Samsung Galaxy Note 9 S9 S9 All 200 Off With Up to 300 Off in Trades deals '],0.0,1.0,0.0,0.0
1249,['Samsung Galaxy S9 Gets Android Pie One UI Update on First US Carrier galaxys9 '],0.0,1.0,0.0,0.0
1250,['Samsung Galaxy Buds reported to launch with the Galaxy S10 '],0.0,1.0,0.0,0.0
1251,['DEAL Samsung Galaxy Note 9 S9 and S9 are 150 Off deals '],0.0,1.0,0.0,0.0
1252,['Samsung Galaxy S10 Galaxy S10 Stop by the FCC galaxys10 '],0.18,0.82,0.0,-0.296
1253,['DEAL 300 Off Unlocked Samsung Galaxy Note 9 Today With Code galaxynote9 '],0.0,1.0,0.0,0.0
1254,['And Heres a Samsung Galaxy S10 Promo Video Leak '],0.231,0.769,0.0,-0.34
1255,['Samsung Galaxy Fold Samsung Galaxy Fold'],0.0,1.0,0.0,0.0
1256,['Here is the Samsung Galaxy Fold galaxyfold '],0.0,1.0,0.0,0.0
1257,['Official Specs Samsung Galaxy S10 S10 S10 5G and S10e galaxys10 '],0.0,1.0,0.0,0.0
1258,['Samsung Galaxy Fold The internet reacts '],0.0,1.0,0.0,0.0
1259,['Report Your Samsung Galaxy Depreciates at Alarming Rate 42 in Month One'],0.12,0.88,0.0,-0.128
1260,['Samsung Galaxy S10 Review Mostly Excellence Slight Disappointment'],0.0,0.631,0.369,0.6249
1261,['Samsung Galaxy S10e Review Yo This is the Phone galaxys10e '],0.0,1.0,0.0,0.0
1262,['Heres the 2000 ATampT Samsung Galaxy Fold Being Fondled galaxyfold '],0.0,1.0,0.0,0.0
1263,['Samsung Galaxy A80 Trades Notches and Cutouts for PopUp Flippy Camera'],0.0,1.0,0.0,0.0
1264,['RT  Heres my first handson with the Samsung Galaxy Fold GalaxyFold '],0.0,1.0,0.0,0.0
1265,['Samsung Galaxy Fold launch events delayed in China '],0.192,0.808,0.0,-0.2263
1266,['Samsung Galaxy View 2 Looks Way Better Than the Original'],0.0,0.734,0.266,0.4404
1267,['Samsung Galaxy Fold supposedly ready to make a comeback '],0.0,0.762,0.238,0.3612
1268,['Samsung Galaxy Home Launch Still Happening Scheduled for Q3'],0.0,1.0,0.0,0.0
1269,['Samsung Galaxy Fit Activity Tracker Now Available for 99'],0.0,0.762,0.238,0.3612
1270,['DEAL Samsung Galaxy Buds are 9999 at Verizon 30 Off'],0.0,1.0,0.0,0.0
1271,['This is what the Samsung Galaxy Watch Active 2 could look like  '],0.0,0.658,0.342,0.6369
1272,['This Might Shock You but the Samsung Galaxy Fold was Rushed galaxyfold '],0.13,0.87,0.0,-0.2023
1273,['Samsung Galaxy Fold has apparently been fixed  '],0.0,1.0,0.0,0.0
1274,['Samsung Galaxy Watch Active 2 may have two major Apple Watch 4 features  '],0.0,0.803,0.197,0.4019
1275,['Leaked Samsung Galaxy Watch Active 2 images show barely any changes  '],0.0,0.787,0.213,0.4019
1276,['Samsung Galaxy S10 vs S10 Plus vs S10e which Samsung flagship will suit your needs  '],0.0,0.915,0.085,0.1027
1277,['Pujie Black Available for Samsung Galaxy Wearables'],0.0,1.0,0.0,0.0
1278,['Rumors suggest the Samsung Galaxy Watch 2 is coming later this year  heres what we know so far '],0.0,1.0,0.0,0.0
1279,['Samsung Galaxy Watch Active 2 leaked in official render  '],0.192,0.583,0.225,0.1027
1280,['Samsung Galaxy Note 10 may miss out on this new gamingfocused chipset  '],0.118,0.882,0.0,-0.1531
1281,['Samsung Galaxy S11 camera looks increasingly likely to get allnew 64MP sensor  '],0.0,1.0,0.0,0.0
1282,['Samsung Galaxy Tab S6 leak offers more proof of rearmounted magnetic S Pen  '],0.167,0.833,0.0,-0.34
1283,['Our review of the Samsung Galaxy A80  Samsungs new midrange smartphone with a novel popup camera panel '],0.0,0.874,0.126,0.3182
1284,['Samsung Galaxy Space could be the companys next 2in1 laptop  '],0.0,1.0,0.0,0.0
1285,['Samsung Galaxy Note 10 Pro sounds allpowerful in this new specs leak  '],0.167,0.833,0.0,-0.34
1286,['Samsung Galaxy Note 10 Plus may have five rear cameras Note 10 just three  '],0.0,1.0,0.0,0.0
1287,['Samsung Galaxy Watch Active 2 leak hints its coming earlier than expected  '],0.159,0.662,0.179,0.0772
1288,['Samsung Galaxy Fold release date the fixed version will launch in September  '],0.0,1.0,0.0,0.0
1289,['Samsung GalaxyA80 with a rotating camera is now open for prebooking on  and the company website '],0.0,1.0,0.0,0.0
1290,['Samsung Galaxy Note 10 could have a smarter camera than Galaxy S10  '],0.0,0.786,0.214,0.4588
1291,['Samsung Galaxy Watch Active update will make it easier to use  '],0.0,0.645,0.355,0.6705
1292,['The Samsung Galaxy Fold is bound for September  at least in some places  '],0.0,1.0,0.0,0.0
1293,['Samsung Galaxy Note 10 Plus confirmed by Samsung itself  '],0.0,1.0,0.0,0.0
1294,['Samsung Galaxy Tab S6 might feature an AMOLED display and latest Qualcomm Snapdragon 855 chipset Read more details '],0.0,1.0,0.0,0.0
1295,['Samsung Galaxy Tab S6 live stream how to watch the big tablet launch live  '],0.0,1.0,0.0,0.0
1296,['These could be the names of the 2020 Samsung Galaxy Aseries phones  '],0.0,1.0,0.0,0.0
1297,['Samsung GalaxyA80 is now on sale It comes with a flip camera 3700 mAh battery more Before you make the purcha '],0.0,1.0,0.0,0.0
1298,['From Samsung GalaxyM40 to RedmiY3 here are all the smartphones will be available on discount during the upcoming '],0.0,1.0,0.0,0.0
1299,['Latest Samsung Galaxy Watch Active 2 leaks give us the best look at it yet  '],0.0,0.653,0.347,0.7845
1300,['Samsung Galaxy Note 10 Plus 5G version could go on sale on August 23  '],0.0,1.0,0.0,0.0
1301,['The 5G variant of the upcoming Samsung GalaxyNote10Plus gets an unofficial release date '],0.0,1.0,0.0,0.0
1302,['Samsung Galaxy Tab S6 vs Samsung Galaxy Tab S4 is the new pro tablet worth the full price  '],0.0,0.905,0.095,0.2263
1303,['Planning on buying a new Samsung device With 256GB of memory for the price of 64 this Samsung Galaxy S9 Plus deal '],0.0,1.0,0.0,0.0
1304,['New Samsung Galaxy Note 10 leak all but confirms lack of headphone jack '],0.279,0.721,0.0,-0.5647
1305,['Samsung Galaxy Note 10 price might not be any higher than Note 9  '],0.0,1.0,0.0,0.0
1306,['Samsung Galaxy Note 10 colors leak shows less exciting options than Note 9  '],0.147,0.675,0.178,0.1298
1307,['Samsung Galaxy Note 10 Plus 5G version could go on sale on August 23  '],0.0,1.0,0.0,0.0
1308,['These could be the names of the 2020 Samsung Galaxy Aseries phones  '],0.0,1.0,0.0,0.0
1309,['Samsung Galaxy Tab S6 is official and could be a true iPad Pro rival  '],0.0,0.823,0.177,0.4215
1310,['Samsung Galaxy Note 10 price might not be any higher than Note 9  '],0.0,1.0,0.0,0.0
1311,['JUST ANNOUNCED Samsung Galaxy Watch Active 2 has a rotating bezel that doesnt rotate  '],0.0,0.816,0.184,0.4019
1312,['Samsung Galaxy Watch Active 2 Official Priced Starting at 279 With PreOrders in September'],0.0,0.816,0.184,0.4019
1313,['Samsung Galaxy Tab S6 vs iPad Pro 2018 clash of the professional tablets  '],0.0,1.0,0.0,0.0
1314,['Samsung Galaxy Note 10 range leaked three times over including by Samsung itself  '],0.15,0.85,0.0,-0.3182
1315,['Samsung Galaxy Note 10 official photo and specs leaked  '],0.204,0.796,0.0,-0.3182
1316,['Samsung Galaxy Watch Active 2 vs Apple Watch 4 which smartwatch is for you  '],0.0,0.816,0.184,0.4019
