<<<<<<< HEAD
,0,neg,neu,pos,net
72,['Samsungs Galaxy Fold is Ready to Return galaxyfold '],0.0,0.762,0.238,0.238,Positive
73,['Samsung is Still Trying to Fix the Galaxy Fold Asks if People Want to Keep PreOrders galaxyfold '],0.0,0.929,0.071,0.071,Positive
74,['DEAL Samsung Gear S3 Frontier Drops to 109 With 90 Discount'],0.0,1.0,0.0,0.0,Neutral
75,['Samsung Pay support comes to Simple Bank '],0.139,0.594,0.267,0.128,Positive
76,['Simple Bank Finally Finally Adds Support for Samsung Pay'],0.0,0.748,0.252,0.252,Positive
77,['DEAL Samsung Will Still Give You 200 Off the Galaxy S10 for Trading in Any Smartphone galaxys10 '],0.0,1.0,0.0,0.0,Neutral
78,['Samsungs Galaxy View 2 looks pretty good when compared to the original '],0.0,0.517,0.483,0.483,Positive
79,['Samsung officially delays launch of the Galaxy Fold '],0.0,1.0,0.0,0.0,Neutral
80,['Samsung Galaxy View 2 Looks Way Better Than the Original'],0.0,0.734,0.266,0.266,Positive
81,['Samsung confirms Galaxy Fold delay as it investigates and runs internal tests '],0.161,0.839,0.0,-0.161,Negative
82,['Samsung Might Have Delayed the Galaxy Fold galaxyfold '],0.192,0.808,0.0,-0.192,Negative
83,['DEAL Samsung Offering Instant 300 Off Galaxy S10 With Trade galaxys10 '],0.0,1.0,0.0,0.0,Neutral
84,['Samsung Spins Bright Night Camera Feature Into Standalone Mode'],0.0,0.734,0.266,0.266,Positive
85,['Samsung Quickly Sold Out of the 2000 Galaxy Fold galaxyfold '],0.0,1.0,0.0,0.0,Neutral
86,['Samsungs Galaxy Fold has support for all major US carrier bands '],0.0,0.803,0.197,0.197,Positive
87,['Samsungs Galaxy Fold has Support for All Major US Carriers Bands galaxyfold '],0.0,0.816,0.184,0.184,Positive
88,['How has your experience been with Samsungs tradein program '],0.0,1.0,0.0,0.0,Neutral
89,['Hows Your Experience Been With Samsungs TradeIn Program galaxys10 '],0.0,1.0,0.0,0.0,Neutral
90,['Invitations to purchase Samsungs 1980 Galaxy Fold apparently roll out tomorrow '],0.0,1.0,0.0,0.0,Neutral
91,['Samsung Says You Should SignUp Today to be First in Line to Purchase Galaxy Fold galaxyfold '],0.0,1.0,0.0,0.0,Neutral
92,['Samsung Galaxy A80 Trades Notches and Cutouts for PopUp Flippy Camera'],0.0,1.0,0.0,0.0,Neutral
93,['DEAL Need More Storage Get a Samsung 128GB MicroSD for 20'],0.0,1.0,0.0,0.0,Neutral
94,['DEAL Samsung Will Give You 200 TradeIn Value Towards Galaxy S10 for Any Android Device Even If Its Cracked'],0.0,0.882,0.118,0.118,Positive
95,['Samsung shows the Galaxy Fold can fold a lot of times '],0.0,1.0,0.0,0.0,Neutral
96,['Samsungs 550 Off TradeIn Galaxy S10 Deal is Still Live Plus BOGO ATampT and Verizon galaxys10 '],0.0,1.0,0.0,0.0,Neutral
97,['DEAL Samsung Wireless Charging Pad is 15 10000mAh Fast Battery Pack is 16 galaxys10 '],0.0,1.0,0.0,0.0,Neutral
98,['Poll Do Your Own a Google Samsung or OnePlus Phone'],0.0,1.0,0.0,0.0,Neutral
99,['Heres the 2000 ATampT Samsung Galaxy Fold Being Fondled galaxyfold '],0.0,1.0,0.0,0.0,Neutral
100,['Samsung still offering up to 550 in tradein credit towards the purchase of a Galaxy S10 '],0.0,0.852,0.148,0.148,Positive
101,['You Still Have Time to Take Advantage of Samsungs 550 Tradein Offer for the Galaxy S10'],0.0,0.882,0.118,0.118,Positive
102,['Samsung Galaxy S10e Review Yo This is the Phone galaxys10e '],0.0,1.0,0.0,0.0,Neutral
103,['Samsung Galaxy S10 Review Mostly Excellence Slight Disappointment'],0.0,0.631,0.369,0.369,Positive
104,['DEAL Samsungs Excellent Galaxy Buds 25 Off at ATampT'],0.0,0.684,0.316,0.316,Positive
105,['Time probably running out to take advantage of Samsungs really good tradein offer '],0.0,0.698,0.302,0.302,Positive
106,['Samsungs Good Lock app gets updated to work with Android Pie '],0.0,0.791,0.209,0.209,Positive
107,['Samsungs Good Lock App Updated to Work With Android Pie'],0.0,0.756,0.244,0.244,Positive
108,['Report Your Samsung Galaxy Depreciates at Alarming Rate 42 in Month One'],0.12,0.88,0.0,-0.12,Negative
109,['Samsung is Folding Sht in All the Directions'],0.0,1.0,0.0,0.0,Neutral
110,[' samsung tho lol']--------------------,0.0,1.0,0.0,0.0,Neutral
111,['Samsung Now Lets You Remap Bixby Button Just Not to Google Assistant'],0.0,1.0,0.0,0.0,Neutral
112,['Buying the Galaxy Fold will be unlike most Samsung products '],0.0,1.0,0.0,0.0,Neutral
113,['Everyone see Samsungs new Galaxy Fold video It shows a lot of the device in action'],0.0,1.0,0.0,0.0,Neutral
114,['Samsung Releases the Galaxy Fold HandsOn Video You Wanted galaxyfold '],0.0,1.0,0.0,0.0,Neutral
115,['Samsung Announces Galaxy S10 Family Starting at 900 galaxys10 '],0.0,1.0,0.0,0.0,Neutral
116,['Samsung Announces New Galaxy Watch Active Galaxy Fit and Galaxy Buds'],0.0,0.634,0.366,0.366,Positive
117,['Official Specs Samsung Galaxy S10 S10 S10 5G and S10e galaxys10 '],0.0,1.0,0.0,0.0,Neutral
118,['Here is the Samsung Galaxy Fold galaxyfold '],0.0,1.0,0.0,0.0,Neutral
119,['Watch Samsungs Galaxy S10 Galaxy Fold Event Live at 11AM Pacific'],0.0,1.0,0.0,0.0,Neutral
120,['Samsung Galaxy Fold Samsung Galaxy Fold'],0.0,1.0,0.0,0.0,Neutral
121,['And Heres a Samsung Galaxy S10 Promo Video Leak '],0.231,0.769,0.0,-0.231,Negative
122,['Samsungs Internet browser gets a big One UI update'],0.0,1.0,0.0,0.0,Neutral
123,['Samsung Internet Gets One UI Makeover Complete With Dark Mode Support'],0.0,1.0,0.0,0.0,Neutral
124,['DEAL 300 Off Unlocked Samsung Galaxy Note 9 Today With Code galaxynote9 '],0.0,1.0,0.0,0.0,Neutral
125,['Samsung Outs Its Entire New Galaxy Wearable Line Early'],0.0,1.0,0.0,0.0,Neutral
126,['You can already reserve your Galaxy S10 from Samsung '],0.0,1.0,0.0,0.0,Neutral
127,['Samsungs Galaxy S10 Arrives March 8 Get Up to 550 Off With Trade if You Reserve Now'],0.0,1.0,0.0,0.0,Neutral
128,['Samsung keeps teasing the fold ']-----,0.206,0.794,0.0,-0.206,Negative
129,['What Exactly is Samsung Trying to Tease Here'],0.247,0.753,0.0,-0.247,Negative
130,['A Fresh Clean HighRes Look at Samsungs Galaxy S10 and Galaxy S10e'],0.0,0.667,0.333,0.333,Positive
131,['Verizon Valentines Deals Arent Awful 300 Off Pixel 3 BOGO Samsung deals '],0.0,0.816,0.184,0.184,Positive
132,['Samsung and fake Supreme are no longer working together'],0.356,0.403,0.242,-0.11399999999999999,Negative
133,['Samsung Galaxy S10 Galaxy S10 Stop by the FCC galaxys10 '],0.18,0.82,0.0,-0.18,Negative
134,['DEAL Samsung Galaxy Note 9 S9 and S9 are 150 Off deals '],0.0,1.0,0.0,0.0,Neutral
135,['Samsung brings out the cool concepts shows off foldable phone too'],0.0,0.813,0.187,0.187,Positive
136,['Samsung pulled that concept video but we grabbed some extra screenshots from it'],0.0,1.0,0.0,0.0,Neutral
137,['Samsung Teases Foldable Phone in Futuristic Concept Video'],0.239,0.761,0.0,-0.239,Negative
138,['Samsung Galaxy Buds reported to launch with the Galaxy S10 '],0.0,1.0,0.0,0.0,Neutral
139,['Samsung Just Made a 1TB UFS 21 Chip for Smartphones Probably the Galaxy S10 galaxys10  '],0.0,1.0,0.0,0.0,Neutral
140,['Samsungs doing a bit better of a job at updating '],0.0,0.734,0.266,0.266,Positive
141,['Hey Samsung Better Job With Pie Updates so Far'],0.0,0.734,0.266,0.266,Positive
142,['Samsung Galaxy S9 Gets Android Pie One UI Update on First US Carrier galaxys9 '],0.0,1.0,0.0,0.0,Neutral
143,['No bueno Samsung']--------------------,0.0,1.0,0.0,0.0,Neutral
144,['This is Bad Samsung']-----------------,0.538,0.462,0.0,-0.538,Negative
145,['Jesus Finally Target Will Soon Accept Google Pay Samsung Pay'],0.117,0.667,0.217,0.09999999999999999,Positive
146,['Heres Everything We Know About Samsungs GalaxyS10 so Far'],0.0,1.0,0.0,0.0,Neutral
147,['Samsungs 5G Galaxy S10 Might Add an X to Its Name Go Nuts With Specs galaxys10 '],0.133,0.867,0.0,-0.133,Negative
148,['DEAL Samsung Galaxy Note 9 S9 S9 All 200 Off With Up to 300 Off in Trades deals '],0.0,1.0,0.0,0.0,Neutral
149,['There has been a ton of different Galaxy phones from Samsung over the years Which one stands out the most to you'],0.0,1.0,0.0,0.0,Neutral
150,['Well also see a fully functional foldable from Samsung on February 20 '],0.0,1.0,0.0,0.0,Neutral
151,['10 Years of Samsung Galaxy S Phones Which Stands Out the Most galaxys10 '],0.0,1.0,0.0,0.0,Neutral
152,['Fully Functional Foldable From Samsung Coming on February 20 Too'],0.0,1.0,0.0,0.0,Neutral
153,['Samsung is Announcing the Galaxy S10 on February 20 galaxys10 '],0.0,1.0,0.0,0.0,Neutral
154,['Sprints Samsung 5G Phone is Coming This Summer sprint ces2019 '],0.0,1.0,0.0,0.0,Neutral
155,['Samsung its time to move on from the curved display'],0.0,1.0,0.0,0.0,Neutral
156,['I Just Need Samsung to Ditch the Curved Display Now galaxys10 '],0.0,1.0,0.0,0.0,Neutral
157,['Samsung has another Pie roadmap with Galaxy Note 9 and Note 8 bumped up a month '],0.0,1.0,0.0,0.0,Neutral
158,['Samsung Provides Different Pie Update Roadmap Galaxy Note 9 and Note 8 Bumped Up a Month'],0.0,1.0,0.0,0.0,Neutral
159,['Samsungs Pie Update Roadmap Wont Make You Envious of Galaxy Owners'],0.0,0.846,0.154,0.154,Positive
160,['Samsung is Coming for Googles Night Sight Camera Magic'],0.0,1.0,0.0,0.0,Neutral
161,['Report Google Assistant Launching on 2019 Samsung Smart TV Lineup'],0.0,0.769,0.231,0.231,Positive
162,['DEAL Samsung 10000mAh Fast Charge Battery Pack is 1599 19 Off deals '],0.0,1.0,0.0,0.0,Neutral
163,['Verizon Updates Samsung Galaxy S7 S7 Edge LG V30'],0.0,1.0,0.0,0.0,Neutral
164,['Samsung is now reevaluating its partnership with fake Supreme'],0.279,0.721,0.0,-0.279,Negative
165,['DEAL Samsung Drops 300 Off Carrier Galaxy Note 9 250 Off Galaxy S9 galaxynote9 '],0.0,1.0,0.0,0.0,Neutral
166,['Did Samsung just partner with a knockoff Supreme label to sell stuff in China Yes '],0.0,0.674,0.326,0.326,Positive
167,['Samsung Embarrassingly Partners With Fake Supreme '],0.433,0.299,0.269,-0.16399999999999998,Negative
168,['Samsung Galaxy A8s With Infinity O Display Official for China'],0.0,1.0,0.0,0.0,Neutral
169,['ATampT Announces Another Samsung 5G Device With Better Connectivity 5g '],0.0,0.775,0.225,0.225,Positive
170,['ATampT says it will carry Samsungs 5G smartphone in early 2019 '],0.0,1.0,0.0,0.0,Neutral
171,['ATampT Will Also Carry Samsungs 5G Phone Next Year'],0.0,1.0,0.0,0.0,Neutral
172,['Verizon and Samsung launching 5G phone in first half of 2019 '],0.0,1.0,0.0,0.0,Neutral
173,['DEAL Samsung Wireless Charger Duo for Just 50 on Amazon 70 Off'],0.0,0.866,0.134,0.134,Positive
174,['Verizon and Samsung Launching 5G Phone in First Half of 2019 Proof of Concept Coming This Week'],0.0,1.0,0.0,0.0,Neutral
175,['DEAL Verizon Galaxy Note 9 300 Off Today Only From Samsung GalaxyNote9 '],0.0,1.0,0.0,0.0,Neutral
176,['Samsungs 12 Days of Deals is Here Save on TVs Phones and Get Free Stuff '],0.0,0.683,0.317,0.317,Positive
177,['TMobile is giving away Samsung 50 4K TVs in new deal'],0.0,0.806,0.194,0.194,Positive
178,['Samsung One UI Gets Updated Loads of Bug Fixes Inside'],0.0,1.0,0.0,0.0,Neutral
179,['Buy a Samsung Galaxy on TMobile Get Free 50 4K Smart TV'],0.0,0.6,0.4,0.4,Positive
180,['Huawei Beats Samsung to Full Display With Camera Cutout Hole '],0.0,1.0,0.0,0.0,Neutral
181,['Looks like Project Fi will soon support Samsung OnePlus and iPhone devices '],0.0,0.679,0.321,0.321,Positive
182,['Verizon Samsung Galaxy Devices LG V40 ThinQ Receive Security Patch Updates'],0.0,0.806,0.194,0.194,Positive
183,['Samsung Cyber Monday Deals are Live CyberMondayDeals '],0.0,1.0,0.0,0.0,Neutral
184,['Black Friday 2018 Best Google and Samsung Phone Deals BlackFriday2018 '],0.0,0.704,0.296,0.296,Positive
185,['Dont sleep on Samsungs BlackFridayDeals'],0.0,1.0,0.0,0.0,Neutral
186,['Samsung microSD cards are so cheap right now'],0.0,1.0,0.0,0.0,Neutral
187,['Amazon matches Samsungs big BlackFridayWeek 200 off sale on Note 9 S9 and S9'],0.0,1.0,0.0,0.0,Neutral
188,['Samsung EVO Select MicroSD Cards are Stupid Cheap Right Now 128GB for 1999 BlackFridayWeek '],0.195,0.805,0.0,-0.195,Negative
189,['DEAL Amazon Matches Samsungs 200 Off Galaxy S9 S9 and Note 9 Deal BlackFriday2018 '],0.0,0.884,0.116,0.116,Positive
190,['Samsungs BlackFriday2018 deals are here with up to 300 off Note 9 S9'],0.0,1.0,0.0,0.0,Neutral
191,['Samsung Black Friday Deals Now Live Up to 300 Off Galaxy Note 9 S9 and S9 BlackFriday2018 '],0.0,1.0,0.0,0.0,Neutral
192,['Video Tour of Samsungs new One UI on a Galaxy S9 galaxys9 '],0.0,1.0,0.0,0.0,Neutral
193,['Samsungs One UI Beta with Android Pie goes live for Galaxy S9 S9'],0.0,1.0,0.0,0.0,Neutral
194,['Samsung is going to annoy you over use of free themes'],0.191,0.592,0.217,0.025999999999999995,Positive
195,['Video First Look at Samsung One UI Beta on Galaxy S9 galaxys9 '],0.0,1.0,0.0,0.0,Neutral
196,['Samsung One UI and Pie Beta Program Now Live in the US for S9 galaxys9 '],0.0,1.0,0.0,0.0,Neutral
197,['Samsung Doesnt Want You Using Free Themes Anymore'],0.116,0.57,0.314,0.198,Positive
198,['Samsung might skip the notch on Galaxy S10 and go with InfinityO'],0.0,1.0,0.0,0.0,Neutral
199,['DEAL Verizon Galaxy S9 Note 9 are 100 Off From Samsung With 300 Bonus Bundle galaxynote9 '],0.0,0.811,0.189,0.189,Positive
200,['Here are some display specs for Samsungs foldable Infinity Flex display'],0.0,1.0,0.0,0.0,Neutral
201,['Heres a pretty Samsung One UI wallpaper for you'],0.0,0.686,0.314,0.314,Positive
202,['A photo tour of Samsungs new One UI']-,0.0,1.0,0.0,0.0,Neutral
203,['Samsung has notched displays in the works You OK Samsung fans'],0.0,0.773,0.227,0.227,Positive
204,['Samsungs new One UI looks pretty is ready for Galaxy S9 and Note 9 beta testers'],0.0,0.695,0.305,0.305,Positive
205,['And here is Samsungs first foldable display phone'],0.0,1.0,0.0,0.0,Neutral
206,['Samsung Revealed Infinity Flex Display Specs for Its Foldable Phone'],0.0,1.0,0.0,0.0,Neutral
207,['You Know You Want That Wallpaper From Samsungs One UI'],0.0,0.874,0.126,0.126,Positive
208,['Heres a Photo Tour of Samsungs One UI'],0.0,1.0,0.0,0.0,Neutral
209,['Samsung Who Laughed at Googles Notch is Ready to Introduce Notches Maybe'],0.0,0.645,0.355,0.355,Positive
210,['Samsung One UI is the Software UX Refresh Weve Been Waiting For'],0.0,1.0,0.0,0.0,Neutral
211,['Here is Samsungs Foldable Display Device'],0.0,1.0,0.0,0.0,Neutral
212,['Samsung Experience aka TouchWiz refresh Yes please '],0.0,0.545,0.455,0.455,Positive
213,['Samsungs Galaxy Home Bixby Speaker Arrives at FCC in Time for Launch Details'],0.0,1.0,0.0,0.0,Neutral
214,['Watch Samsungs Developer Conference Where We May See a Foldable Phone'],0.0,1.0,0.0,0.0,Neutral
215,['Were learning more about Samsungs foldable ahead of a potential unveiling this week at SDC '],0.0,1.0,0.0,0.0,Neutral
216,['Samsung May Launch Android Pie Beta Program During SDC This Week'],0.0,1.0,0.0,0.0,Neutral
217,['Latest Samsung Foldable Device Report Aligns With Concept Image From 2017'],0.0,1.0,0.0,0.0,Neutral
218,['Samsung still seems confused on what foldable device will be '],0.187,0.813,0.0,-0.187,Negative
219,['Samsung Still Seems Confused on Its Foldable Phone But Itll Run Special Android galaxys10 '],0.091,0.714,0.195,0.10400000000000001,Positive
220,['US Galaxy S10 Lineup Getting Note 10s Live Focus Video AR Doodle in New Update'],0.0,1.0,0.0,0.0,Neutral
221,['One UI 20 Beta Opened to Galaxy Note 10 Lineup'],0.0,1.0,0.0,0.0,Neutral
222,['Theres Something Off About These Galaxy Fold Reviews on Best Buy'],0.0,0.704,0.296,0.296,Positive
223,['Our thoughts after a week with the Galaxy Fold '],0.0,1.0,0.0,0.0,Neutral
224,['Galaxy Fold Thoughts After a Week of Folding My Phone'],0.0,1.0,0.0,0.0,Neutral
225,['VIDEO Our Favorite Galaxy Fold Features galaxyfold '],0.0,0.7,0.3,0.3,Positive
226,['Drop Test Confirms Dont Drop the Galaxy Fold'],0.0,0.794,0.206,0.206,Positive
227,['Verizon Galaxy S9 S9 Getting September Security Patch'],0.0,0.745,0.255,0.255,Positive
228,['My Galaxy Fold Display is Not Damaged After a Day galaxyfold '],0.0,0.806,0.194,0.194,Positive
229,['Verizon Galaxy S8 S8 Note 8 and S10 5G Receive September Security Patch'],0.0,0.821,0.179,0.179,Positive
230,['Podcast We Have the Galaxy Fold Show kicks off at 1230PM Pacific'],0.0,1.0,0.0,0.0,Neutral
231,['RT  2 Galaxy Folds gt 4 iPhone 11 Pros lol '],0.0,0.588,0.412,0.412,Positive
232,['Galaxy S10 Family Picking Up Suite of Note 10 Features in New Update'],0.0,1.0,0.0,0.0,Neutral
233,['Galaxy Fold Arrives This Week in the US galaxyfold '],0.0,1.0,0.0,0.0,Neutral
234,['We Crushed 8GB Data on Verizon 5G in 1 Minute With a Galaxy Note 10 5G 5G '],0.157,0.843,0.0,-0.157,Negative
235,['Verizon Galaxy S10 Note 10 Lineups Updated With September Security Patch'],0.0,0.806,0.194,0.194,Positive
236,['Android 10 beta for Galaxy S10 Galaxy Note 10 reported to launch next month '],0.0,1.0,0.0,0.0,Neutral
237,['Pixel 4 XL Gets a Galaxy Note 10 Comparison Already pixel4'],0.0,1.0,0.0,0.0,Neutral
238,['5 Reasons the Galaxy Note 10 is Worth Buying'],0.0,0.808,0.192,0.192,Positive
239,['Second Galaxy arrives for Android ']--,0.0,1.0,0.0,0.0,Neutral
240,['Second Galaxy Available for Android Reminds Me a Lot of EVE Online'],0.0,1.0,0.0,0.0,Neutral
241,['Android 10 Update for TMobile Galaxy Note 10 Galaxy S10 Already in Testing'],0.0,1.0,0.0,0.0,Neutral
242,['RT  PSA Public Software Announcement  GalaxyS10 devices getting SW update including bug fixes security updates amp Nigh'],0.0,0.87,0.13,0.13,Positive
243,['Verizon Galaxy S10 Family Grabs a Fresh Update'],0.0,0.723,0.277,0.277,Positive
244,['Hole punch wallpapers for your Note 10 are here galaxynote10 '],0.0,1.0,0.0,0.0,Neutral
245,['Our Galaxy Note 10 review galaxynote10 '],0.0,1.0,0.0,0.0,Neutral
246,['Cool Wallpapers to Go With Your GalaxyNote10 Camera Cutout'],0.0,1.0,0.0,0.0,Neutral
247,['PSA Your GalaxyNote10 Doesnt Have a Dead Pixel Thats the Proximity Sensor'],0.0,0.744,0.256,0.256,Positive
248,['We got a couple Galaxy Note 10 phones We did a podcast about it '],0.0,1.0,0.0,0.0,Neutral
249,['A Lot of Galaxy Phones on Verizon are Getting Updated With August Security Patch'],0.0,0.844,0.156,0.156,Positive
250,['VIDEO First 10 things to do with the Galaxy Note 10'],0.0,1.0,0.0,0.0,Neutral
251,['Galaxy Note 10 First 10 Things to Dogalaxynote10'],0.0,1.0,0.0,0.0,Neutral
252,['Last Chance to Get the Galaxy Note 10 150 PreOrder Credit galaxynote10 '],0.0,0.705,0.295,0.295,Positive
253,['VIDEO Galaxy Note 10 Unboxing']-------,0.0,1.0,0.0,0.0,Neutral
254,['Verizon Galaxy Note 10 lineup getting updated '],0.0,1.0,0.0,0.0,Neutral
255,['Verizon Galaxy Note 10 Lineup Already Getting First Update'],0.0,1.0,0.0,0.0,Neutral
256,['Galaxy Note 10 Orders Now Shipping With Wednesday Arrival galaxynote10 '],0.0,1.0,0.0,0.0,Neutral
257,[' Galaxy Fold running KitKat Very nice P'],0.0,0.694,0.306,0.306,Positive
258,['Both DxOMark and DisplayMate are loving the Galaxy Note 10 '],0.0,0.719,0.281,0.281,Positive
259,['Both DxOMark and DisplayMate Love the Galaxy Note 10'],0.0,0.656,0.344,0.344,Positive
260,['Handson with the Galaxy Note 10 and Note 10 '],0.0,1.0,0.0,0.0,Neutral
261,['Video Galaxy Note 10 Note 10 First Look'],0.0,1.0,0.0,0.0,Neutral
262,['These are the best deals for the Galaxy Note 10 so far '],0.0,0.741,0.259,0.259,Positive
263,['600 off a Galaxy Note 10 aint bad at all '],0.0,0.759,0.241,0.241,Positive
264,['All your Galaxy Note 10 specs are right here '],0.0,1.0,0.0,0.0,Neutral
265,['Galaxy Note 10 is all official now Preorders start at midnight tonight priced starting at 949 '],0.0,1.0,0.0,0.0,Neutral
266,['Poll Buying a Galaxy Note 10 galaxynote10 '],0.0,1.0,0.0,0.0,Neutral
267,['Best Galaxy Note 10 Note 10 and Note 10 5G PreOrder Deals galaxynote10 '],0.0,1.0,0.0,0.0,Neutral
268,['Reserve Your Galaxy Note 10 Now and Save Up to 600 With Eligible TradeIn'],0.0,0.802,0.198,0.198,Positive
269,['You can watch the Note 10 event right here if you want GalaxyUnpacked '],0.0,0.909,0.091,0.091,Positive
270,['Heres a Galaxy Note 10 Note 10 Official Feature Leak galaxynote10 '],0.194,0.806,0.0,-0.194,Negative
271,['Verizon Galaxy S9 S9 and Note 9 Getting Dark Mode Camera Update'],0.0,1.0,0.0,0.0,Neutral
272,['Galaxy Note 10 in some pretty colors '],0.0,0.686,0.314,0.314,Positive
273,['This is probably the biggest Galaxy Note 10 leak of all '],0.179,0.821,0.0,-0.179,Negative
274,['Heres the Galaxy Note 10 in Most of Its Pretty Colors'],0.0,0.743,0.257,0.257,Positive
275,['Verizons Galaxy S10 Family Grabs Pair of Updates'],0.0,1.0,0.0,0.0,Neutral
276,['The Big Galaxy Note 10 Leak is Here']-,0.255,0.745,0.0,-0.255,Negative
277,['Verizons Galaxy Note 10 5G has been tested '],0.0,1.0,0.0,0.0,Neutral
278,['Verizons Galaxy Note 10 5G has Been Tested GalaxyNote10 '],0.0,1.0,0.0,0.0,Neutral
279,['Hi Galaxy Watch Active 2 ']-----------,0.0,0.597,0.403,0.403,Positive
280,['Dont miss this weeks show We covered the TMoSprint merger Galaxy Note 10 and Pixel 4 '],0.096,0.904,0.0,-0.096,Negative
281,['Heres the Galaxy Watch Active 2 Thanks to the FCC galaxywatchactive2 '],0.0,0.616,0.384,0.384,Positive
282,['DEAL All Unlocked Galaxy S10 Phones are 400500 Off at Best Buy Today galaxys10 '],0.0,0.769,0.231,0.231,Positive
283,['Galaxy Note 10 Launch Day is August 23 Reservations Now Open With 600 Off for TradeIns galaxynote10 '],0.0,1.0,0.0,0.0,Neutral
284,['TMobile is done with the Galaxy Fold'],0.0,1.0,0.0,0.0,Neutral
285,['Galaxy Fold is almost ready for its comeback in September'],0.0,0.803,0.197,0.197,Positive
286,['TMobile Wont Sell the Galaxy Fold']---,0.0,1.0,0.0,0.0,Neutral
287,['Galaxy Note 10 5G for Verizon Disclosed Appears to be Limited Time Exclusive'],0.137,0.863,0.0,-0.137,Negative
288,['Verizon Galaxy S7 S7 Edge S8 S8 and Note 8 Get Updated Security Patches'],0.0,0.833,0.167,0.167,Positive
289,['Galaxy Note 10 Note 10 Specs Reported to Include a Processor Display and Possibly Internal Storage'],0.0,1.0,0.0,0.0,Neutral
290,['Visible Adds WiFi Calling Capability for Galaxy S9 S9'],0.0,1.0,0.0,0.0,Neutral
291,['Here are the US Galaxy Note 10 Network Bands galaxynote10 '],0.0,1.0,0.0,0.0,Neutral
292,['Galaxy Fold aced its latest tests and is ready for launch according to report '],0.0,0.848,0.152,0.152,Positive
293,['Report Galaxy Fold Ready for Launch Following Latest Durability Tests'],0.0,0.783,0.217,0.217,Positive
294,['Expect One UI 20 With Android Q Version 21 With Galaxy S11'],0.0,1.0,0.0,0.0,Neutral
295,['Galaxy S10 S10 now start at 300 off for Prime Day'],0.0,1.0,0.0,0.0,Neutral
296,['DEAL Unlocked Galaxy S10 Line is 200500 Off Right Now galaxys10 '],0.0,1.0,0.0,0.0,Neutral
297,['Galaxy Note 10 Stops at the FCC Dancing the No Headphone Jack Dance galaxynote10 '],0.226,0.774,0.0,-0.226,Negative
298,['Heres the Galaxy Note 10 ']-----------,0.0,1.0,0.0,0.0,Neutral
299,['This is the Galaxy Note 10']----------,0.0,1.0,0.0,0.0,Neutral
300,['Verizon Galaxy S10 S10 and S10e Grab New Updates With Performance Improvements galaxys10 '],0.0,0.85,0.15,0.15,Positive
301,['We know when the Galaxy Note 10 will be announced'],0.0,1.0,0.0,0.0,Neutral
302,['Invites Rolling Out Galaxy Note 10 Arrives August 7'],0.0,1.0,0.0,0.0,Neutral
303,['Friday Phone Deals Pixel 2 XL for 10mo BOGO Galaxy S10'],0.0,1.0,0.0,0.0,Neutral
304,['Shaky Camera Returns Heres the Galaxy Note 10'],0.0,1.0,0.0,0.0,Neutral
305,['Giveaway Win 1 of 5 mophie Juice Pack Cases for Your Galaxy S10'],0.0,0.725,0.275,0.275,Positive
306,['mophies 99 Juice Packs are a go for the Galaxy S10 lineup '],0.0,1.0,0.0,0.0,Neutral
307,['DEAL Get MNML Cases for Pixel 3 Galaxy S10 for 1499 With Code 12 Off'],0.0,1.0,0.0,0.0,Neutral
308,['mophies 99 Juice Packs for Galaxy S10 Lineup Offer Up to 2500mAh in Extra Battery Life'],0.0,1.0,0.0,0.0,Neutral
309,['TMobile to Sell the Galaxy S10 5G in Select Cities on June 28'],0.0,1.0,0.0,0.0,Neutral
310,['Friday Phone Deals Galaxy S10 at 300 Off Pixel 3 XL Up to 220 Off galaxys10 '],0.0,1.0,0.0,0.0,Neutral
311,['Galaxy S7 and Galaxy S7 Edge Drop From Quarterly to Regular Security Updates'],0.135,0.71,0.155,0.01999999999999999,Positive
312,['Galaxy Note 10 rumored to feature camera with threestage variable aperture '],0.0,1.0,0.0,0.0,Neutral
313,['Galaxy Note 10 Could Feature ThreeStage Variable Aperture Camera'],0.0,1.0,0.0,0.0,Neutral
314,['Verizon Galaxy S9 S9 Updated to June Security Patch'],0.0,0.769,0.231,0.231,Positive
315,['DEAL All Unlocked Galaxy S10 Models are 300 Off at Best Buy galaxys10 '],0.0,0.756,0.244,0.244,Positive
316,['ATampT Business Customers Can Get the Galaxy S10 5G Starting June 17'],0.0,1.0,0.0,0.0,Neutral
317,['Verizons Galaxy S9 S9 get RCS ']------,0.0,1.0,0.0,0.0,Neutral
318,['Galaxy Note 10 renders confirm no headphone jack but weve got buttons galaxynote10 '],0.11,0.89,0.0,-0.11,Negative
319,['Verizons Galaxy S9 S9 Get RCS Support and Proves That RCS is Dumb'],0.0,0.816,0.184,0.184,Positive
320,['Galaxy Note 10 CAD Renders Detail Headphone JackLess Centered Display Cutout Beast Phone'],0.0,1.0,0.0,0.0,Neutral
321,['Galaxy Home apparently scheduled for launch in Q3 '],0.0,1.0,0.0,0.0,Neutral
322,['DEAL Unlocked 256GB Galaxy S10e is 650 Right Now Others 200 Off Too galaxys10 '],0.0,1.0,0.0,0.0,Neutral
323,['Not Back Galaxy Note 10 Reportedly Ditches Headphone Jack All Buttons galaxynote10 '],0.0,1.0,0.0,0.0,Neutral
324,['Its looking unlikely that the Galaxy Fold will launch in June '],0.0,1.0,0.0,0.0,Neutral
